1:1	Man Pool, ndawul Kirist Yeesu ci coobareg Yàlla, maa leen di bind, yéen gaayi Yàlla yu sell yi te gëm Kirist Yeesu ci dëkku Efes.
1:2	Na leen Yàlla sunu Baay ak Boroom bi Yeesu Kirist may yiw ak jàmm.
1:3	Cant ñeel na Yàlla Baayu sunu Boroom Yeesu Kirist, mi nu sotti ci sunu bokk ci Kirist lépp luy barkeel ci baatin te nekk ca bérab yu kawe ya.
1:4	Ndaxte ba àddina sosoogul, tànn na nu ci Kirist, ngir nu man a teew fa kanamam, sell te ñàkk sikk. Ci kaw mbëggeelam
1:5	séddoo na nu lu jiitu, def nu ay doomam jaarale ko ci Yeesu Kirist, ndaxte looloo doon yéene ju rafet, ji mu tëral ci coobareem.
1:6	Na ndamam jolli ndax yiw wu réy, wi mu nu sotti ci Soppeem bi.
1:7	Moom jot na nu ak deretam ji ñu tuur, maanaam baal nu sunuy bàkkaar, ci kaw yiw wu yaatu,
1:8	wi mu nu baawaanal. Te Yàlla sol na nu xel mu mat ak dégg,
1:9	ci feeñal nu mbóoti coobareem, dëppook yéeneem ju rafet, ji mu jaarale ci Kirist.
1:10	Mu tëral ne, bu jamono yi wéyee ba lépp mat, dina dajale lépp ci kilifteefu Kirist, muy ci kaw, muy ci suuf.
1:11	Te am nanu cér ci moom bu nu Yàlla sédd lu jiitu ci dogalam, moom miy doxal lépp ci ni mu ko àttee ci coobareem.
1:12	Noonu nuy jollil ndamam, nun ñi jëkk a wékk sunu yaakaar ci Kirist.
1:13	Te yéen itam, bi ngeen déggee kàddug dëgg gi, di xebaar bu baax, bi leen tegtal yoonu mucc, te ngeen gëm ko, Yàlla tàmpe na leen ni ñoñam ak Xel mu Sell, mi mu dige woon.
1:14	Te Xel mi mooy dawal gi nu Yàlla jox ci cér, bi mu nu dencal, ba kera muy goreel ñi mu jotal boppam, te ñépp jollil ndamam.
1:15	Bi ma déggee nag seen ngëm ci Boroom bi Yeesu ak seen mbëggeel ci gaayi Yàlla yu sell yépp,
1:16	duma noppee sant Yàlla, di leen boole ci samay ñaan.
1:17	Te li may ñaan Yàllay sunu Boroom Yeesu Kirist, di Baay bi yelloo ndam, mooy lii: mu sol leen xel mu xóot, te xamal leen boppam
1:18	ci leeral seeni xol. Noonu dingeen xam yaakaaru ëllëg, ji leen Yàlla wooye, di ndam lu xel mënta daj, li nekk ci cér, bi mu dencal gaayam yu sell yi.
1:19	Ngeen xam it, ni kàttanam màgge ba jéggi dayo, jëm ci nun ñi gëm, dëppook dooleem ju ràññiku,
1:20	ji mu jëfe ci Kirist, ci li mu ko dekkal, dëël ko ci ndeyjooram ca bérab yu kawe ya,
1:21	mu tiim lu sore malaaka yépp, muy kilifa, boroom sañ-sañ, boroom doole mbaa buur, te gën a màgg wépp tur wu ñu man a tudd, muy tey, muy ëllëg.
1:22	Yàlla suufeel na lépp fi kanamam, def ko kilifag lépp ci mbooloom ñi gëm,
1:23	miy jëmmam, di matug Kirist, mi fees mbindeef mu ne ci fànn gu ne.
2:1	Te yéen itam Yàlla dekkal na leen, yéen ñi doon ndee fa kanamam ci seeni moy ak seeni bàkkaar.
2:2	Ci biir yooyu ngeen doon dund démb, topp doxalinu àddina, tey déggal kilifag boroom sañ-sañ yi ci jaww ji, di xel mu bon miy jëf ci kureelu ñi déggadil Yàlla.
2:3	Te nun it booba àndoon nanu ak ñoom ca seen dund ga, di topp sunu bakkan ciy wut bànneexi yaram ak coobarey xel. Noonu ci sunu bindu nit yeyoo nanu meru Yàlla, ni ña ca des.
2:4	Waaye Yàlla mi bare yërmande, ci kaw mbëggeel gu réy, gi mu am ci nun,
2:5	dundalaat na nu ak Kirist, fekk ndee lanu woon fa kanamam ci sunuy bàkkaar — ci kaw yiwu Yàlla ngeen mucce.
2:6	Te dekkal na nu ak Kirist Yeesu, dëël nu ak moom ca bérab yu kawe ya.
2:7	Noonu ba fu jamono yem, dina lañal fi sunu kanam yiwam wu réy wi xel mënta takk, jaar ci baaxaay gi mu nu won ci Kirist Yeesu.
2:8	Ndaxte ci yiwu Yàlla ngeen mucce ci kaw ngëm, te loolu jógewul ci yéen, mayu Yàlla la;
2:9	du peyu jëf, ngir kenn du ci kañu.
2:10	Ndaxte jëfu Yàlla lanu; moo nu bind ci Kirist Yeesu, ngir nu wéy ci jëf yu rafet, yi mu nu fàgguloon ca njàlbéen ga.
